# driver=heuristic_weighted_average hz=14.08 rows=12691 runs=34
# 34 training seeds, WeightedAverage controller, applied_steer after smoothing.
# Steering resampled to hz by nearest sample. Difference WITHIN a run, never across runs.
driver,run,steering,speed
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.446,6.687
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4373,6.938
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4206,7.036
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.4099,7.022
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3954,7.197
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3842,7.184
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3731,7.434
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3618,7.538
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.347,7.52
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3334,7.507
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3238,7.662
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3117,7.762
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.301,7.749
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.294,7.733
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2862,7.72
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2799,7.704
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2764,7.693
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.273,7.677
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2715,7.666
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2709,7.651
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2713,7.64
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2731,7.625
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2761,7.61
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.278,7.598
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2837,7.583
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2863,7.571
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2919,7.555
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2979,7.543
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3039,7.526
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3069,7.513
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3127,7.496
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3181,7.478
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3217,7.465
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3258,7.447
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.329,7.434
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3311,7.416
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3311,7.402
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3311,7.384
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.332,7.371
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.33,7.526
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3279,7.533
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3252,7.516
