# driver=ppo_car_009_bc_sampling hz=14.08 rows=8125 runs=10
# Ten held-out seeds, selected through results/rl/trace_manifest.json.
# Steering resampled to hz by nearest sample. Difference WITHIN a run, never across runs.
driver,run,steering,speed
ppo_car_009_bc_sampling,seed1001,0.33795,9.65762
ppo_car_009_bc_sampling,seed1001,0.12383,9.67211
ppo_car_009_bc_sampling,seed1001,-0.10542,9.68708
ppo_car_009_bc_sampling,seed1001,0.1278,9.70477
ppo_car_009_bc_sampling,seed1001,0.04186,9.72544
ppo_car_009_bc_sampling,seed1001,-0.09204,9.75801
ppo_car_009_bc_sampling,seed1001,-0.01126,9.78639
ppo_car_009_bc_sampling,seed1001,0.15116,9.8007
ppo_car_009_bc_sampling,seed1001,-0.06153,9.81705
ppo_car_009_bc_sampling,seed1001,-0.21694,9.82404
ppo_car_009_bc_sampling,seed1001,0.0207,9.83159
ppo_car_009_bc_sampling,seed1001,-0.15885,9.84676
ppo_car_009_bc_sampling,seed1001,-0.43644,9.83253
ppo_car_009_bc_sampling,seed1001,-0.47685,9.78045
ppo_car_009_bc_sampling,seed1001,-0.34197,9.72973
ppo_car_009_bc_sampling,seed1001,-0.12642,9.72216
ppo_car_009_bc_sampling,seed1001,-0.18561,9.71539
ppo_car_009_bc_sampling,seed1001,-0.30328,9.69496
ppo_car_009_bc_sampling,seed1001,-0.29793,9.6601
ppo_car_009_bc_sampling,seed1001,-0.47754,9.62274
ppo_car_009_bc_sampling,seed1001,-0.3719,9.56386
ppo_car_009_bc_sampling,seed1001,-0.24863,9.53761
ppo_car_009_bc_sampling,seed1001,-0.09723,9.52495
ppo_car_009_bc_sampling,seed1001,-0.06334,9.53104
ppo_car_009_bc_sampling,seed1001,-0.11982,9.53826
ppo_car_009_bc_sampling,seed1001,-0.22413,9.56132
ppo_car_009_bc_sampling,seed1001,-0.40893,9.56675
ppo_car_009_bc_sampling,seed1001,-0.10799,9.55925
ppo_car_009_bc_sampling,seed1001,0.10567,9.57579
ppo_car_009_bc_sampling,seed1001,-0.05565,9.61003
ppo_car_009_bc_sampling,seed1001,-0.2273,9.63941
ppo_car_009_bc_sampling,seed1001,-0.13197,9.65652
ppo_car_009_bc_sampling,seed1001,-0.26648,9.67585
ppo_car_009_bc_sampling,seed1001,-0.35512,9.66051
ppo_car_009_bc_sampling,seed1001,-0.18762,9.64818
ppo_car_009_bc_sampling,seed1001,-0.24667,9.64501
ppo_car_009_bc_sampling,seed1001,-0.53316,9.61245
ppo_car_009_bc_sampling,seed1001,-0.30506,9.56768
ppo_car_009_bc_sampling,seed1001,-0.21262,9.55675
ppo_car_009_bc_sampling,seed1001,-0.07702,9.55411
ppo_car_009_bc_sampling,seed1001,-0.06677,9.56501
ppo_car_009_bc_sampling,seed1001,-0.08814,9.5862
ppo_car_009_bc_sampling,seed1001,-0.0601,9.61754
ppo_car_009_bc_sampling,seed1001,-0.14,9.6484
ppo_car_009_bc_sampling,seed1001,-0.3681,9.66024
ppo_car_009_bc_sampling,seed1001,-0.2251,9.65054
ppo_car_009_bc_sampling,seed1001,-0.43594,9.64083
ppo_car_009_bc_sampling,seed1001,-0.26369,9.59124
ppo_car_009_bc_sampling,seed1001,-0.35545,9.58161
ppo_car_009_bc_sampling,seed1001,-0.38694,9.52894
ppo_car_009_bc_sampling,seed1001,-0.22021,9.50998
ppo_car_009_bc_sampling,seed1001,0.0469,9.50912
ppo_car_009_bc_sampling,seed1001,0.06409,9.52073
ppo_car_009_bc_sampling,seed1001,-0.16026,9.56792
ppo_car_009_bc_sampling,seed1001,-0.43206,9.58774
ppo_car_009_bc_sampling,seed1001,-0.58157,9.54692
ppo_car_009_bc_sampling,seed1001,-0.3611,9.48479
ppo_car_009_bc_sampling,seed1001,-0.13651,9.48117
ppo_car_009_bc_sampling,seed1001,-0.12029,9.49519
ppo_car_009_bc_sampling,seed1001,-0.33704,9.50305
ppo_car_009_bc_sampling,seed1001,-0.47543,9.45284
ppo_car_009_bc_sampling,seed1001,-0.49571,9.41735
ppo_car_009_bc_sampling,seed1001,-0.63796,9.36686
ppo_car_009_bc_sampling,seed1001,-0.32296,9.31374
ppo_car_009_bc_sampling,seed1001,-0.1134,9.31634
ppo_car_009_bc_sampling,seed1001,0.18584,9.33333
ppo_car_009_bc_sampling,seed1001,0.16592,9.34617
ppo_car_009_bc_sampling,seed1001,0.30089,9.40162
ppo_car_009_bc_sampling,seed1001,0.37653,9.44041
ppo_car_009_bc_sampling,seed1001,0.20942,9.49816
ppo_car_009_bc_sampling,seed1001,0.43986,9.50717
ppo_car_009_bc_sampling,seed1001,0.22785,9.49849
ppo_car_009_bc_sampling,seed1001,0.5165,9.48966
ppo_car_009_bc_sampling,seed1001,0.28599,9.46569
ppo_car_009_bc_sampling,seed1001,0.46369,9.46284
ppo_car_009_bc_sampling,seed1001,0.5254,9.42052
ppo_car_009_bc_sampling,seed1001,0.37871,9.36296
