t,steering,throttle,brake,speed,speed_mag,x,y,z,yaw_deg,source
0.8200,0.00000,1.0000,0.0000,1.94714,1.94716,0.0000,0.4743,0.6632,0.000,unity
0.8400,0.00000,1.0000,0.0000,2.00560,2.00561,0.0000,0.4743,0.7033,0.000,unity
0.8600,0.00000,1.0000,0.0000,2.06405,2.06407,0.0000,0.4743,0.7445,0.000,unity
0.8800,0.00000,1.0000,0.0000,2.12251,2.12252,0.0000,0.4743,0.7870,0.000,unity
0.9000,0.00000,1.0000,0.0000,2.18097,2.18098,0.0000,0.4743,0.8306,0.000,unity
0.9200,0.00000,1.0000,0.0000,2.23943,2.23945,0.0000,0.4743,0.8753,0.000,unity
0.9400,0.00000,1.0000,0.0000,2.29791,2.29792,0.0000,0.4742,0.9213,0.000,unity
0.9600,0.00000,1.0000,0.0000,2.35638,2.35639,0.0000,0.4742,0.9684,0.000,unity
0.9800,0.00000,1.0000,0.0000,2.41487,2.41488,0.0000,0.4742,1.0167,0.000,unity
1.0000,0.00000,1.0000,0.0000,2.47336,2.47337,0.0000,0.4742,1.0662,0.000,unity
1.0200,0.00000,1.0000,0.0000,2.53186,2.53187,0.0000,0.4742,1.1168,0.000,unity
1.0400,0.00000,1.0000,0.0000,2.59036,2.59037,0.0000,0.4742,1.1686,0.000,unity
1.0600,0.00000,1.0000,0.0000,2.64887,2.64889,0.0000,0.4742,1.2216,0.000,unity
1.0800,0.00000,1.0000,0.0000,2.70739,2.70740,0.0000,0.4742,1.2757,0.000,unity
1.1000,0.00000,1.0000,0.0000,2.76591,2.76593,0.0000,0.4742,1.3311,0.000,unity
1.1200,0.00000,1.0000,0.0000,2.82443,2.82445,0.0000,0.4742,1.3876,0.000,unity
1.1400,0.00000,1.0000,0.0000,2.88296,2.88298,0.0000,0.4742,1.4452,0.000,unity
1.1600,0.00000,1.0000,0.0000,2.94149,2.94151,0.0000,0.4742,1.5041,0.000,unity
1.1800,0.00000,1.0000,0.0000,3.00003,3.00004,0.0000,0.4742,1.5641,0.000,unity
1.2000,0.00000,1.0000,0.0000,3.05856,3.05857,0.0000,0.4742,1.6252,0.000,unity
1.2200,0.00000,1.0000,0.0000,3.11709,3.11711,0.0000,0.4742,1.6876,0.000,unity
1.2400,0.00000,1.0000,0.0000,3.17562,3.17564,0.0000,0.4742,1.7511,0.000,unity
1.2600,0.00000,1.0000,0.0000,3.23415,3.23417,0.0000,0.4742,1.8158,0.000,unity
1.2800,0.00000,1.0000,0.0000,3.29267,3.29269,0.0000,0.4742,1.8816,0.000,unity
1.3000,0.00000,1.0000,0.0000,3.35120,3.35122,0.0000,0.4742,1.9487,0.000,unity
1.3200,0.00000,1.0000,0.0000,3.40972,3.40974,0.0000,0.4742,2.0169,0.000,unity
1.3400,0.00000,1.0000,0.0000,3.46823,3.46825,0.0000,0.4742,2.0862,0.000,unity
1.3600,0.00000,1.0000,0.0000,3.52674,3.52676,0.0000,0.4742,2.1568,0.000,unity
1.3800,0.00000,1.0000,0.0000,3.58525,3.58527,0.0000,0.4742,2.2285,0.000,unity
1.4000,0.00000,1.0000,0.0000,3.64375,3.64377,0.0000,0.4742,2.3014,0.000,unity
1.4200,0.00000,1.0000,0.0000,3.70224,3.70226,0.0000,0.4742,2.3754,0.000,unity
1.4400,0.00000,1.0000,0.0000,3.76073,3.76075,0.0000,0.4742,2.4506,0.000,unity
1.4600,0.00000,1.0000,0.0000,3.81921,3.81924,0.0000,0.4742,2.5270,0.000,unity
1.4800,0.00000,1.0000,0.0000,3.87769,3.87771,0.0000,0.4742,2.6046,0.000,unity
1.5000,0.00000,1.0000,0.0000,3.93616,3.93619,0.0000,0.4742,2.6833,0.000,unity
1.5200,0.00000,1.0000,0.0000,3.99463,3.99466,0.0000,0.4742,2.7632,0.000,unity
1.5400,0.00000,1.0000,0.0000,4.05310,4.05312,0.0000,0.4742,2.8442,0.000,unity
1.5600,0.00000,1.0000,0.0000,4.11156,4.11158,0.0000,0.4742,2.9265,0.000,unity
1.5800,0.00000,1.0000,0.0000,4.17001,4.17004,0.0000,0.4742,3.0099,0.000,unity
1.6000,0.00000,1.0000,0.0000,4.22846,4.22849,0.0000,0.4742,3.0944,0.000,unity
1.6200,0.00000,1.0000,0.0000,4.28691,4.28693,0.0000,0.4742,3.1802,0.000,unity
1.6400,0.00000,1.0000,0.0000,4.34535,4.34537,0.0000,0.4742,3.2671,0.000,unity
1.6600,0.00000,1.0000,0.0000,4.40378,4.40381,0.0000,0.4742,3.3552,0.000,unity
1.6800,0.00000,1.0000,0.0000,4.46221,4.46224,0.0000,0.4742,3.4444,0.000,unity
1.7000,0.00000,1.0000,0.0000,4.52064,4.52067,0.0000,0.4742,3.5348,0.000,unity
1.7200,0.00000,1.0000,0.0000,4.57906,4.57909,0.0000,0.4742,3.6264,0.000,unity
1.7400,0.00000,1.0000,0.0000,4.63748,4.63751,0.0000,0.4742,3.7191,0.000,unity
1.7600,0.00000,1.0000,0.0000,4.69590,4.69592,0.0000,0.4742,3.8131,0.000,unity
1.7800,0.00000,1.0000,0.0000,4.75431,4.75434,0.0000,0.4742,3.9081,0.000,unity
1.8000,0.00000,1.0000,0.0000,4.81271,4.81274,0.0000,0.4742,4.0044,0.000,unity
1.8200,0.00000,1.0000,0.0000,4.87112,4.87114,0.0000,0.4742,4.1018,0.000,unity
1.8400,0.00000,1.0000,0.0000,4.92951,4.92954,0.0000,0.4742,4.2004,0.000,unity
1.8600,0.00000,1.0000,0.0000,4.98791,4.98794,0.0000,0.4742,4.3002,0.000,unity
1.8800,0.00000,1.0000,0.0000,5.04630,5.04633,0.0000,0.4742,4.4011,0.000,unity
1.9000,0.00000,1.0000,0.0000,5.11089,5.11101,0.0000,0.4748,4.5033,0.000,unity
1.9200,0.00000,1.0000,0.0000,5.16803,5.16813,0.0000,0.4752,4.6067,0.000,unity
1.9400,0.00000,1.0000,0.0000,5.22416,5.22424,0.0000,0.4755,4.7112,0.000,unity
1.9600,0.00000,1.0000,0.0000,5.28327,5.28333,0.0000,0.4757,4.8168,0.000,unity
1.9800,0.00000,1.0000,0.0000,5.33647,5.33652,0.0000,0.4758,4.9236,0.000,unity
2.0000,0.00000,1.0000,0.0000,5.40351,5.40355,0.0000,0.4758,5.0316,0.000,unity
2.0200,0.00000,1.0000,0.0000,5.43826,5.43829,0.0000,0.4758,5.1404,0.000,unity
2.0400,0.00000,1.0000,0.0000,5.54939,5.54941,0.0000,0.4757,5.2514,0.000,unity
2.0600,0.00000,1.0000,0.0000,5.50029,5.50031,0.0000,0.4757,5.3613,0.000,unity
2.0800,0.00000,1.0000,0.0000,5.66878,5.66880,0.0000,0.4756,5.4748,0.000,unity
2.1000,0.00000,1.0000,0.0000,5.62081,5.62082,0.0000,0.4755,5.5871,0.000,unity
2.1200,0.00000,1.0000,0.0000,5.79081,5.79083,0.0000,0.4754,5.7030,0.000,unity
2.1400,0.00000,1.0000,0.0000,5.74836,5.74838,0.0000,0.4753,5.8179,0.000,unity
2.1600,0.00000,1.0000,0.0000,5.91735,5.91738,0.0000,0.4753,5.9363,0.000,unity
2.1800,0.00000,1.0000,0.0000,5.89130,5.89133,0.0000,0.4752,6.0541,0.000,unity
2.2000,0.00000,1.0000,0.0000,6.02993,6.02996,0.0000,0.4751,6.1748,0.000,unity
2.2200,0.00000,1.0000,0.0000,5.99281,5.99283,0.0000,0.4751,6.2946,0.000,unity
2.2400,0.00000,1.0000,0.0000,6.15346,6.15350,0.0000,0.4751,6.4177,0.000,unity
2.2600,0.00000,1.0000,0.0000,6.12681,6.12684,0.0000,0.4750,6.5402,0.000,unity
2.2800,0.00000,1.0000,0.0000,6.26051,6.26054,0.0000,0.4750,6.6655,0.000,unity
2.3000,0.00000,1.0000,0.0000,6.21542,6.21545,0.0000,0.4750,6.7897,0.000,unity
2.3200,0.00000,1.0000,0.0000,6.38300,6.38303,0.0000,0.4750,6.9174,0.000,unity
2.3400,0.00000,1.0000,0.0000,6.34472,6.34475,0.0000,0.4750,7.0443,0.000,unity
2.3600,0.00000,1.0000,0.0000,6.50125,6.50129,0.0000,0.4750,7.1744,0.000,unity
2.3800,0.00000,1.0000,0.0000,6.46376,6.46379,0.0000,0.4750,7.3036,0.000,unity
2.4000,0.00000,1.0000,0.0000,6.61653,6.61657,0.0000,0.4750,7.4360,0.000,unity
2.4200,0.00000,1.0000,0.0000,6.57539,6.57543,0.0000,0.4750,7.5674,0.000,unity
2.4400,0.00000,1.0000,0.0000,6.73313,6.73318,0.0000,0.4750,7.7021,0.000,unity
2.4600,0.00000,1.0000,0.0000,6.69075,6.69079,0.0000,0.4750,7.8359,0.000,unity
2.4800,0.00000,1.0000,0.0000,6.84889,6.84893,0.0000,0.4750,7.9729,0.000,unity
2.5000,0.00000,1.0000,0.0000,6.80450,6.80454,0.0000,0.4750,8.1089,0.000,unity
2.5200,0.00000,1.0000,0.0000,6.96447,6.96452,0.0000,0.4750,8.2483,0.000,unity
2.5400,0.00000,1.0000,0.0000,6.91836,6.91840,0.0000,0.4750,8.3866,0.000,unity
2.5600,0.00000,1.0000,0.0000,7.07981,7.07985,0.0000,0.4750,8.5282,0.000,unity
2.5800,0.00000,1.0000,0.0000,7.03224,7.03228,0.0000,0.4750,8.6688,0.000,unity
2.6000,0.00000,1.0000,0.0000,7.19494,7.19498,0.0000,0.4750,8.8128,0.000,unity
2.6200,0.00000,1.0000,0.0000,7.14634,7.14638,0.0000,0.4750,8.9556,0.000,unity
2.6400,0.00000,1.0000,0.0000,7.30997,7.31001,0.0000,0.4750,9.1019,0.000,unity
2.6600,0.00000,1.0000,0.0000,7.26089,7.26093,0.0000,0.4750,9.2470,0.000,unity
2.6800,0.00000,1.0000,0.0000,7.42505,7.42510,0.0000,0.4750,9.3956,0.000,unity
2.7000,0.00000,1.0000,0.0000,7.37609,7.37614,0.0000,0.4750,9.5431,0.000,unity
2.7200,0.00000,1.0000,0.0000,7.54034,7.54038,0.0000,0.4750,9.6939,0.000,unity
2.7400,0.00000,1.0000,0.0000,7.49204,7.49208,0.0000,0.4750,9.8437,0.000,unity
2.7600,0.00000,1.0000,0.0000,7.65589,7.65593,0.0000,0.4750,9.9969,0.000,unity
2.7800,0.00000,1.0000,0.0000,7.60849,7.60853,0.0000,0.4750,10.1490,0.000,unity
2.8000,0.00000,1.0000,0.0000,7.77162,7.77167,0.0000,0.4750,10.3045,0.000,unity
2.8200,0.00000,1.0000,0.0000,7.72525,7.72529,0.0000,0.4750,10.4590,0.000,unity
2.8400,0.00000,1.0000,0.0000,7.88743,7.88748,0.0000,0.4750,10.6168,0.000,unity
2.8600,0.00000,1.0000,0.0000,7.84218,7.84222,0.0000,0.4750,10.7736,0.000,unity
2.8800,0.00000,1.0000,0.0000,8.00327,8.00331,0.0000,0.4750,10.9337,0.000,unity
2.9000,0.00000,1.0000,0.0000,7.95924,7.95928,0.0000,0.4750,11.0928,0.000,unity
2.9200,0.00000,1.0000,0.0000,8.11909,8.11914,0.0000,0.4750,11.2553,0.000,unity
2.9400,0.00000,1.0000,0.0000,8.07641,8.07645,0.0000,0.4750,11.4167,0.000,unity
2.9600,0.00000,1.0000,0.0000,8.23490,8.23495,0.0000,0.4750,11.5815,0.000,unity
2.9800,0.00000,1.0000,0.0000,8.19367,8.19372,0.0000,0.4750,11.7453,0.000,unity
3.0000,0.00000,1.0000,0.0000,8.35066,8.35071,0.0000,0.4750,11.9124,0.000,unity
3.0200,0.00000,1.0000,0.0000,8.31102,8.31107,0.0000,0.4750,12.0786,0.000,unity
3.0400,0.00000,1.0000,0.0000,8.46636,8.46641,0.0000,0.4750,12.2479,0.000,unity
3.0600,0.00000,1.0000,0.0000,8.42846,8.42851,0.0000,0.4750,12.4165,0.000,unity
3.0800,0.00000,1.0000,0.0000,8.58199,8.58204,0.0000,0.4750,12.5882,0.000,unity
3.1000,0.00000,1.0000,0.0000,8.54598,8.54603,0.0000,0.4750,12.7590,0.000,unity
3.1200,0.00000,1.0000,0.0000,8.69754,8.69760,0.0000,0.4750,12.9330,0.000,unity
3.1400,0.00000,1.0000,0.0000,8.66360,8.66365,0.0000,0.4750,13.1062,0.000,unity
3.1600,0.00000,1.0000,0.0000,8.81301,8.81306,0.0000,0.4750,13.2826,0.000,unity
3.1800,0.00000,1.0000,0.0000,8.78132,8.78137,0.0000,0.4750,13.4581,0.000,unity
3.2000,0.00000,1.0000,0.0000,8.92837,8.92842,0.0000,0.4750,13.6368,0.000,unity
3.2200,0.00000,1.0000,0.0000,8.89916,8.89921,0.0000,0.4750,13.8147,0.000,unity
3.2400,0.00000,1.0000,0.0000,9.04361,9.04366,0.0000,0.4750,13.9956,0.000,unity
3.2600,0.00000,1.0000,0.0000,9.01712,9.01717,0.0000,0.4750,14.1759,0.000,unity
3.2800,0.00000,1.0000,0.0000,9.15872,9.15877,0.0000,0.4750,14.3591,0.000,unity
3.3000,0.00000,1.0000,0.0000,9.13523,9.13528,0.0000,0.4750,14.5418,0.000,unity
3.3200,0.00000,1.0000,0.0000,9.27368,9.27373,0.0000,0.4750,14.7273,0.000,unity
3.3400,0.00000,1.0000,0.0000,9.25351,9.25357,0.0000,0.4750,14.9123,0.000,unity
3.3600,0.00000,1.0000,0.0000,9.38846,9.38852,0.0000,0.4750,15.1001,0.000,unity
3.3800,0.00000,1.0000,0.0000,9.37200,9.37205,0.0000,0.4750,15.2875,0.000,unity
3.4000,0.00000,1.0000,0.0000,9.50303,9.50309,0.0000,0.4750,15.4776,0.000,unity
3.4200,0.00000,1.0000,0.0000,9.49072,9.49078,0.0000,0.4750,15.6674,0.000,unity
3.4400,0.00000,1.0000,0.0000,9.61736,9.61742,0.0000,0.4750,15.8598,0.000,unity
3.4600,0.00000,1.0000,0.0000,9.60974,9.60980,0.0000,0.4750,16.0520,0.000,unity
3.4800,0.00000,1.0000,0.0000,9.73138,9.73144,0.0000,0.4750,16.2466,0.000,unity
3.5000,0.00000,1.0000,0.0000,9.72911,9.72917,0.0000,0.4750,16.4412,0.000,unity
3.5200,0.00000,1.0000,0.0000,9.84504,9.84510,0.0000,0.4750,16.6381,0.000,unity
3.5400,0.00000,1.0000,0.0000,9.84890,9.84896,0.0000,0.4750,16.8351,0.000,unity
3.5600,0.00000,1.0000,0.0000,9.95824,9.95830,0.0000,0.4750,17.0343,0.000,unity
3.5800,0.00000,1.0000,0.0000,9.96917,9.96923,0.0000,0.4750,17.2336,0.000,unity
3.6000,0.00000,1.0000,0.0000,10.07091,10.07097,0.0000,0.4750,17.4351,0.000,unity
3.6200,0.00000,1.0000,0.0000,10.08995,10.09001,0.0000,0.4750,17.6368,0.000,unity
3.6400,0.00000,1.0000,0.0000,10.18305,10.18311,0.0000,0.4750,17.8405,0.000,unity
3.6600,0.00000,1.0000,0.0000,10.21110,10.21116,0.0000,0.4750,18.0447,0.000,unity
3.6800,0.00000,1.0000,0.0000,10.29480,10.29487,0.0000,0.4750,18.2506,0.000,unity
3.7000,0.00000,1.0000,0.0000,10.33221,10.33227,0.0000,0.4750,18.4573,0.000,unity
3.7200,0.00000,1.0000,0.0000,10.40669,10.40675,0.0000,0.4750,18.6654,0.000,unity
3.7400,0.00000,1.0000,0.0000,10.45255,10.45262,0.0000,0.4750,18.8745,0.000,unity
3.7600,0.00000,1.0000,0.0000,10.51944,10.51950,0.0000,0.4750,19.0849,0.000,unity
3.7800,0.00000,1.0000,0.0000,10.57148,10.57155,0.0000,0.4750,19.2963,0.000,unity
3.8000,0.00000,1.0000,0.0000,10.63348,10.63354,0.0000,0.4750,19.5090,0.000,unity
3.8200,0.00000,1.0000,0.0000,10.68900,10.68906,0.0000,0.4750,19.7227,0.000,unity
3.8400,0.00000,1.0000,0.0000,10.74857,10.74863,0.0000,0.4750,19.9377,0.000,unity
3.8600,0.00000,1.0000,0.0000,10.80562,10.80569,0.0000,0.4750,20.1538,0.000,unity
3.8800,0.00000,1.0000,0.0000,10.86418,10.86425,0.0000,0.4750,20.3711,0.000,unity
3.9000,0.00000,1.0000,0.0000,10.92183,10.92190,0.0000,0.4750,20.5895,0.000,unity
3.9200,0.00000,1.0000,0.0000,10.98001,10.98008,0.0000,0.4750,20.8091,0.000,unity
3.9400,0.00000,1.0000,0.0000,11.03788,11.03794,0.0000,0.4750,21.0299,0.000,unity
3.9600,0.00000,1.0000,0.0000,11.09591,11.09598,0.0000,0.4750,21.2518,0.000,unity
3.9800,0.00000,1.0000,0.0000,11.15385,11.15391,0.0000,0.4750,21.4749,0.000,unity
4.0000,0.00000,1.0000,0.0000,11.21183,11.21190,0.0000,0.4750,21.6991,0.000,unity
4.0200,0.00000,1.0000,0.0000,11.26978,11.26985,0.0000,0.4750,21.9245,0.000,unity
4.0400,0.00000,1.0000,0.0000,11.32774,11.32781,0.0000,0.4750,22.1511,0.000,unity
4.0600,0.00000,1.0000,0.0000,11.38569,11.38576,0.0000,0.4750,22.3788,0.000,unity
4.0800,0.00000,1.0000,0.0000,11.44364,11.44371,0.0000,0.4750,22.6077,0.000,unity
4.1000,0.00000,1.0000,0.0000,11.50159,11.50165,0.0000,0.4750,22.8377,0.000,unity
4.1200,0.00000,1.0000,0.0000,11.55953,11.55960,0.0000,0.4750,23.0689,0.000,unity
4.1400,0.00000,1.0000,0.0000,11.61747,11.61753,0.0000,0.4750,23.3013,0.000,unity
4.1600,0.00000,1.0000,0.0000,11.67540,11.67547,0.0000,0.4750,23.5348,0.000,unity
4.1800,0.00000,1.0000,0.0000,11.73333,11.73340,0.0000,0.4750,23.7694,0.000,unity
4.2000,0.00000,1.0000,0.0000,11.79125,11.79132,0.0000,0.4750,24.0053,0.000,unity
4.2200,0.00000,0.0000,0.0000,11.84918,11.84925,0.0000,0.4750,24.2422,0.000,unity
4.2400,0.00000,0.0000,0.0000,11.90710,11.90717,0.0000,0.4750,24.4804,0.000,unity
4.2600,0.00000,0.0000,0.0000,11.96501,11.96508,0.0000,0.4750,24.7197,0.000,unity
4.2800,0.00000,0.0000,0.0000,12.02292,12.02299,0.0000,0.4750,24.9601,0.000,unity
4.3000,0.00000,0.0000,0.0000,12.08083,12.08090,0.0000,0.4750,25.2018,0.000,unity
4.3200,0.00000,0.0000,0.0000,12.13873,12.13881,0.0000,0.4750,25.4445,0.000,unity
4.3400,0.00000,0.0000,0.0000,12.19663,12.19670,0.0000,0.4750,25.6885,0.000,unity
4.3600,0.00000,0.0000,0.0000,12.25453,12.25460,0.0000,0.4750,25.9336,0.000,unity
4.3800,0.00000,0.0000,0.0000,12.31242,12.31249,0.0000,0.4750,26.1798,0.000,unity
4.4000,0.00000,0.0000,0.0000,12.37031,12.37038,0.0000,0.4750,26.4272,0.000,unity
4.4200,0.00000,0.0000,0.0000,12.42819,12.42827,0.0000,0.4750,26.6758,0.000,unity
4.4400,0.00000,0.0000,0.0000,12.48607,12.48615,0.0000,0.4750,26.9255,0.000,unity
4.4600,0.00000,0.0000,0.0000,12.54395,12.54402,0.0000,0.4750,27.1764,0.000,unity
4.4800,0.00000,0.0000,0.0000,12.60182,12.60189,0.0000,0.4750,27.4284,0.000,unity
4.5000,0.00000,0.0000,0.0000,12.65971,12.65978,0.0000,0.4750,27.6816,0.000,unity
4.5200,0.00000,0.0000,0.0000,12.71795,12.71803,0.0000,0.4750,27.9360,0.000,unity
4.5400,0.00000,0.0000,0.0000,12.77712,12.77720,0.0000,0.4750,28.1915,0.000,unity
4.5600,0.00000,0.0000,0.0000,12.83801,12.83808,0.0000,0.4750,28.4483,0.000,unity
4.5800,0.00000,0.0000,0.0000,12.90172,12.90180,0.0000,0.4750,28.7063,0.000,unity
4.6000,0.00000,0.0000,0.0000,12.96997,12.97005,0.0000,0.4750,28.9658,0.000,unity
4.6200,0.00000,0.0000,0.0000,13.04537,13.04545,0.0000,0.4750,29.2267,0.000,unity
4.6400,0.00000,0.0000,0.0000,13.13219,13.13227,0.0000,0.4750,29.4894,0.000,unity
4.6600,0.00000,0.0000,0.0000,13.23665,13.23674,0.0000,0.4750,29.7542,0.000,unity
4.6800,0.00000,0.0000,0.0000,13.35372,13.35382,0.0000,0.4750,30.0214,0.000,unity
4.7000,0.00000,0.0000,0.0000,13.36098,13.36109,0.0000,0.4750,30.2887,0.000,unity
4.7200,0.00000,0.0000,0.0000,13.35476,13.35486,0.0000,0.4750,30.5558,0.000,unity
4.7400,0.00000,0.0000,0.0000,13.35508,13.35518,0.0000,0.4750,30.8228,0.000,unity
4.7600,0.00000,0.0000,0.0000,13.35256,13.35264,0.0000,0.4750,31.0897,0.000,unity
4.7800,0.00000,0.0000,0.0000,13.35115,13.35122,0.0000,0.4750,31.3565,0.000,unity
4.8000,0.00000,0.0000,0.0000,13.34930,13.34936,0.0000,0.4750,31.6233,0.000,unity
4.8200,0.00000,0.0000,0.0000,13.34761,13.34766,0.0000,0.4750,31.8900,0.000,unity
4.8400,0.00000,0.0000,0.0000,13.34586,13.34589,0.0000,0.4750,32.1567,0.000,unity
4.8600,0.00000,0.0000,0.0000,13.34413,13.34415,0.0000,0.4750,32.4233,0.000,unity
4.8800,0.00000,0.0000,0.0000,13.34238,13.34239,0.0000,0.4750,32.6899,0.000,unity
4.9000,0.00000,0.0000,0.0000,13.34063,13.34064,0.0000,0.4750,32.9565,0.000,unity
4.9200,0.00000,0.0000,0.0000,13.33888,13.33888,0.0000,0.4750,33.2231,0.000,unity
4.9400,0.00000,0.0000,0.0000,13.33713,13.33713,0.0000,0.4750,33.4897,0.000,unity
4.9600,0.00000,0.0000,0.0000,13.33537,13.33537,0.0000,0.4750,33.7562,0.000,unity
4.9800,0.00000,0.0000,0.0000,13.33361,13.33361,0.0000,0.4750,34.0228,0.000,unity
5.0000,0.00000,0.0000,0.0000,13.33185,13.33185,0.0000,0.4750,34.2893,0.000,unity
5.0200,0.00000,0.0000,0.0000,13.33010,13.33010,0.0000,0.4750,34.5558,0.000,unity
5.0400,0.00000,0.0000,0.0000,13.32834,13.32834,0.0000,0.4750,34.8223,0.000,unity
5.0600,0.00000,0.0000,0.0000,13.32658,13.32658,0.0000,0.4750,35.0888,0.000,unity
5.0800,0.00000,0.0000,0.0000,13.32482,13.32483,0.0000,0.4750,35.3553,0.000,unity
5.1000,0.00000,0.0000,0.0000,13.32307,13.32307,0.0000,0.4750,35.6217,0.000,unity
5.1200,0.00000,0.0000,0.0000,13.32132,13.32132,0.0000,0.4750,35.8881,0.000,unity
5.1400,0.00000,0.0000,0.0000,13.31956,13.31957,0.0000,0.4750,36.1545,0.000,unity
5.1600,0.00000,0.0000,0.0000,13.31781,13.31781,0.0000,0.4750,36.4209,0.000,unity
5.1800,0.00000,0.0000,0.0000,13.31606,13.31606,0.0000,0.4750,36.6873,0.000,unity
5.2000,0.00000,0.0000,0.0000,13.31431,13.31431,0.0000,0.4750,36.9536,0.000,unity
5.2200,0.00000,0.0000,0.0000,13.31256,13.31256,0.0000,0.4750,37.2199,0.000,unity
5.2400,0.00000,0.0000,0.0000,13.31081,13.31081,0.0000,0.4750,37.4861,0.000,unity
5.2600,0.00000,0.0000,0.0000,13.30907,13.30907,0.0000,0.4750,37.7523,0.000,unity
5.2800,0.00000,0.0000,0.0000,13.30732,13.30732,0.0000,0.4750,38.0185,0.000,unity
5.3000,0.00000,0.0000,0.0000,13.30557,13.30557,0.0000,0.4750,38.2846,0.000,unity
5.3200,0.00000,0.0000,0.0000,13.30383,13.30383,0.0000,0.4750,38.5507,0.000,unity
5.3400,0.00000,0.0000,0.0000,13.30208,13.30208,0.0000,0.4750,38.8168,0.000,unity
