t,steering,throttle,brake,speed,speed_mag,wheel_ms,motor_nm,headroom,traction,x,y,z,yaw_deg,source
0.3400,0.00000,1.0000,0.0000,1.42048,1.42038,1.56165,525.0,1.0000,1.0000,0.0000,0.4730,0.2280,0.000,unity
0.3600,0.00000,1.0000,0.0000,1.51673,1.51667,1.66734,525.0,1.0000,1.0000,0.0000,0.4727,0.2584,0.000,unity
0.3800,0.00000,1.0000,0.0000,1.61297,1.61295,1.77303,525.0,1.0000,1.0000,0.0000,0.4726,0.2908,0.000,unity
0.4000,0.00000,1.0000,0.0000,1.70920,1.70921,1.87864,525.0,1.0000,1.0000,0.0000,0.4725,0.3251,0.000,unity
0.4200,0.00000,1.0000,0.0000,1.80542,1.80546,1.98420,525.0,1.0000,1.0000,0.0000,0.4725,0.3613,0.000,unity
0.4400,0.00000,1.0000,0.0000,1.90164,1.90169,2.08963,525.0,1.0000,1.0000,0.0000,0.4725,0.3993,0.000,unity
0.4600,0.00000,1.0000,0.0000,1.99784,1.99792,2.19495,525.0,1.0000,1.0000,0.0000,0.4726,0.4393,0.000,unity
0.4800,0.00000,1.0000,0.0000,2.09404,2.09413,2.30018,525.0,1.0000,1.0000,0.0000,0.4728,0.4812,0.000,unity
0.5000,0.00000,1.0000,0.0000,2.19023,2.19033,2.40528,525.0,1.0000,1.0000,0.0000,0.4729,0.5250,0.000,unity
0.5200,0.00000,1.0000,0.0000,2.28642,2.28652,2.51026,525.0,1.0000,1.0000,0.0000,0.4730,0.5707,0.000,unity
0.5400,0.00000,1.0000,0.0000,2.38259,2.38269,2.61515,525.0,1.0000,1.0000,0.0000,0.4732,0.6184,0.000,unity
0.5600,0.00000,1.0000,0.0000,2.47876,2.47886,2.71991,525.0,1.0000,1.0000,0.0000,0.4733,0.6679,0.000,unity
0.5800,0.00000,1.0000,0.0000,2.57491,2.57501,2.82460,525.0,1.0000,1.0000,0.0000,0.4735,0.7194,0.000,unity
0.6000,0.00000,1.0000,0.0000,2.67105,2.67115,2.92922,519.4,1.0000,0.9892,0.0000,0.4736,0.7728,0.000,unity
0.6200,0.00000,1.0000,0.0000,2.76623,2.76632,3.02985,515.5,1.0000,0.9820,0.0000,0.4737,0.8281,0.000,unity
0.6400,0.00000,1.0000,0.0000,2.86068,2.86077,3.13034,511.3,1.0000,0.9739,0.0000,0.4738,0.8852,0.000,unity
0.6600,0.00000,1.0000,0.0000,2.95434,2.95442,3.22963,507.4,1.0000,0.9664,0.0000,0.4739,0.9443,0.000,unity
0.6800,0.00000,1.0000,0.0000,3.04727,3.04735,3.32808,503.5,1.0000,0.9590,0.0000,0.4740,1.0052,0.000,unity
0.7000,0.00000,1.0000,0.0000,3.13947,3.13955,3.42564,499.7,1.0000,0.9519,0.0000,0.4740,1.0679,0.000,unity
0.7200,0.00000,1.0000,0.0000,3.23098,3.23105,3.52237,496.1,1.0000,0.9449,0.0000,0.4741,1.1325,0.000,unity
0.7400,0.00000,1.0000,0.0000,3.32180,3.32187,3.61831,492.5,1.0000,0.9381,0.0000,0.4741,1.1989,0.000,unity
0.7600,0.00000,1.0000,0.0000,3.41195,3.41202,3.71345,489.0,1.0000,0.9314,0.0000,0.4742,1.2671,0.000,unity
0.7800,0.00000,1.0000,0.0000,3.50145,3.50152,3.80783,485.6,1.0000,0.9249,0.0000,0.4742,1.3371,0.000,unity
0.8000,0.00000,1.0000,0.0000,3.59031,3.59037,3.90148,482.2,1.0000,0.9185,0.0000,0.4742,1.4088,0.000,unity
0.8200,0.00000,1.0000,0.0000,3.67854,3.67860,3.99439,478.9,1.0000,0.9123,0.0000,0.4742,1.4824,0.000,unity
0.8400,0.00000,1.0000,0.0000,3.76616,3.76622,4.08662,475.7,1.0000,0.9061,0.0000,0.4742,1.5577,0.000,unity
0.8600,0.00000,1.0000,0.0000,3.85318,3.85323,4.17816,472.6,1.0000,0.9001,0.0000,0.4742,1.6347,0.000,unity
0.8800,0.00000,1.0000,0.0000,3.93960,3.93965,4.26901,469.4,1.0000,0.8942,0.0000,0.4742,1.7134,0.000,unity
0.9000,0.00000,1.0000,0.0000,4.02544,4.02549,4.35920,466.4,1.0000,0.8884,0.0000,0.4742,1.7939,0.000,unity
0.9200,0.00000,1.0000,0.0000,4.11070,4.11076,4.44876,463.4,1.0000,0.8827,0.0000,0.4742,1.8761,0.000,unity
0.9400,0.00000,1.0000,0.0000,4.19541,4.19547,4.53764,460.5,1.0000,0.8771,0.0000,0.4742,1.9600,0.000,unity
0.9600,0.00000,1.0000,0.0000,4.27957,4.27962,4.62592,457.6,1.0000,0.8716,0.0000,0.4741,2.0456,0.000,unity
0.9800,0.00000,1.0000,0.0000,4.36318,4.36324,4.71358,454.8,1.0000,0.8662,0.0000,0.4741,2.1328,0.000,unity
1.0000,0.00000,1.0000,0.0000,4.44627,4.44633,4.80062,452.0,1.0000,0.8609,0.0000,0.4741,2.2217,0.000,unity
1.0200,0.00000,1.0000,0.0000,4.52884,4.52890,4.88708,449.3,1.0000,0.8558,0.0000,0.4741,2.3123,0.000,unity
1.0400,0.00000,1.0000,0.0000,4.61089,4.61095,4.97295,446.6,1.0000,0.8507,0.0000,0.4741,2.4045,0.000,unity
1.0600,0.00000,1.0000,0.0000,4.69245,4.69251,5.05824,444.0,1.0000,0.8457,0.0000,0.4741,2.4983,0.000,unity
1.0800,0.00000,1.0000,0.0000,4.77351,4.77357,5.14298,441.4,1.0000,0.8408,0.0000,0.4741,2.5937,0.000,unity
1.1000,0.00000,1.0000,0.0000,4.85409,4.85415,5.22716,438.9,1.0000,0.8360,0.0000,0.4741,2.6908,0.000,unity
1.1200,0.00000,1.0000,0.0000,4.93420,4.93426,5.31080,436.4,1.0000,0.8313,0.0000,0.4741,2.7895,0.000,unity
1.1400,0.00000,1.0000,0.0000,5.01384,5.01390,5.39390,434.0,1.0000,0.8267,0.0000,0.4741,2.8897,0.000,unity
1.1600,0.00000,1.0000,0.0000,5.09303,5.09309,5.47648,431.6,1.0000,0.8221,0.0000,0.4741,2.9916,0.000,unity
1.1800,0.00000,1.0000,0.0000,5.17177,5.17183,5.55856,429.3,1.0000,0.8177,0.0000,0.4741,3.0950,0.000,unity
1.2000,0.00000,1.0000,0.0000,5.25007,5.25014,5.64014,427.0,1.0000,0.8133,0.0000,0.4741,3.2000,0.000,unity
1.2200,0.00000,1.0000,0.0000,5.32795,5.32801,5.72120,424.8,1.0000,0.8091,0.0000,0.4741,3.3065,0.000,unity
1.2400,0.00000,1.0000,0.0000,5.40539,5.40546,5.80182,422.5,1.0000,0.8049,0.0000,0.4741,3.4146,0.000,unity
1.2600,0.00000,1.0000,0.0000,5.48243,5.48249,5.88193,420.4,1.0000,0.8007,0.0000,0.4741,3.5243,0.000,unity
1.2800,0.00000,1.0000,0.0000,5.55905,5.55911,5.96160,418.3,1.0000,0.7967,0.0000,0.4741,3.6354,0.000,unity
1.3000,0.00000,1.0000,0.0000,5.63527,5.63534,6.04079,416.2,1.0000,0.7927,0.0000,0.4741,3.7481,0.000,unity
1.3200,0.00000,1.0000,0.0000,5.71110,5.71117,6.11957,414.1,1.0000,0.7888,0.0000,0.4741,3.8623,0.000,unity
1.3400,0.00000,1.0000,0.0000,5.78655,5.78661,6.19788,412.1,1.0000,0.7850,0.0000,0.4741,3.9781,0.000,unity
1.3600,0.00000,1.0000,0.0000,5.86161,5.86167,6.27578,410.1,1.0000,0.7812,0.0000,0.4741,4.0953,0.000,unity
1.3800,0.00000,1.0000,0.0000,5.93630,5.93636,6.35326,408.2,1.0000,0.7775,0.0000,0.4741,4.2140,0.000,unity
1.4000,0.00000,1.0000,0.0000,6.01062,6.01068,6.43033,406.2,1.0000,0.7738,0.0000,0.4741,4.3342,0.000,unity
1.4200,0.00000,1.0000,0.0000,6.08457,6.08464,6.50697,404.4,1.0000,0.7702,0.0000,0.4741,4.4559,0.000,unity
1.4400,0.00000,1.0000,0.0000,6.15817,6.15824,6.58324,402.5,1.0000,0.7667,0.0000,0.4741,4.5790,0.000,unity
1.4600,0.00000,1.0000,0.0000,6.23142,6.23149,6.65909,400.7,1.0000,0.7632,0.0000,0.4741,4.7036,0.000,unity
1.4800,0.00000,1.0000,0.0000,6.30433,6.30439,6.73458,398.9,1.0000,0.7598,0.0000,0.4741,4.8297,0.000,unity
1.5000,0.00000,1.0000,0.0000,6.37689,6.37695,6.80965,397.1,1.0000,0.7564,0.0000,0.4741,4.9572,0.000,unity
1.5200,0.00000,1.0000,0.0000,6.44912,6.44918,6.88440,395.3,1.0000,0.7530,0.0000,0.4741,5.0862,0.000,unity
1.5400,0.00000,1.0000,0.0000,6.52101,6.52107,6.95872,393.7,1.0000,0.7498,0.0000,0.4741,5.2166,0.000,unity
1.5600,0.00000,1.0000,0.0000,6.59258,6.59265,7.03276,391.9,1.0000,0.7465,0.0000,0.4741,5.3485,0.000,unity
1.5800,0.00000,1.0000,0.0000,6.66383,6.66390,7.10635,390.3,1.0000,0.7434,0.0000,0.4741,5.4817,0.000,unity
1.6000,0.00000,1.0000,0.0000,6.73477,6.73483,7.17968,388.6,1.0000,0.7402,0.0000,0.4741,5.6164,0.000,unity
1.6200,0.00000,1.0000,0.0000,6.80539,6.80545,7.25259,387.0,1.0000,0.7372,0.0000,0.4741,5.7525,0.000,unity
1.6400,0.00000,1.0000,0.0000,6.87570,6.87576,7.32521,385.4,1.0000,0.7341,0.0000,0.4741,5.8900,0.000,unity
1.6600,0.00000,1.0000,0.0000,6.94571,6.94577,7.39746,383.8,1.0000,0.7311,0.0000,0.4741,6.0289,0.000,unity
1.6800,0.00000,1.0000,0.0000,7.01542,7.01548,7.46941,382.3,1.0000,0.7281,0.0000,0.4741,6.1692,0.000,unity
1.7000,0.00000,1.0000,0.0000,7.08483,7.08490,7.54101,380.7,1.0000,0.7252,0.0000,0.4741,6.3109,0.000,unity
1.7200,0.00000,1.0000,0.0000,7.15395,7.15402,7.61230,379.2,1.0000,0.7223,0.0000,0.4741,6.4540,0.000,unity
1.7400,0.00000,1.0000,0.0000,7.22279,7.22285,7.68327,377.7,1.0000,0.7194,0.0000,0.4741,6.5984,0.000,unity
1.7600,0.00000,1.0000,0.0000,7.29134,7.29140,7.75392,376.2,1.0000,0.7166,0.0000,0.4741,6.7442,0.000,unity
1.7800,0.00000,1.0000,0.0000,7.35961,7.35967,7.82429,374.8,1.0000,0.7138,0.0000,0.4741,6.8914,0.000,unity
1.8000,0.00000,1.0000,0.0000,7.42760,7.42767,7.89432,373.3,1.0000,0.7111,0.0000,0.4741,7.0399,0.000,unity
1.8200,0.00000,1.0000,0.0000,7.49532,7.49539,7.96408,371.9,1.0000,0.7084,0.0000,0.4741,7.1898,0.000,unity
1.8400,0.00000,1.0000,0.0000,7.56277,7.56284,8.03352,370.5,1.0000,0.7058,0.0000,0.4741,7.3411,0.000,unity
1.8600,0.00000,1.0000,0.0000,7.62995,7.63002,8.10269,369.1,1.0000,0.7031,0.0000,0.4741,7.4937,0.000,unity
1.8800,0.00000,1.0000,0.0000,7.69687,7.69694,8.17153,367.8,1.0000,0.7005,0.0000,0.4741,7.6476,0.000,unity
1.9000,0.00000,1.0000,0.0000,7.76353,7.76360,8.24015,366.4,1.0000,0.6979,0.0000,0.4741,7.8029,0.000,unity
1.9200,0.00000,1.0000,0.0000,7.82994,7.83000,8.30842,365.1,1.0000,0.6954,0.0000,0.4741,7.9595,0.000,unity
1.9400,0.00000,1.0000,0.0000,7.89609,7.89615,8.37648,363.8,1.0000,0.6929,0.0000,0.4741,8.1174,0.000,unity
1.9600,0.00000,1.0000,0.0000,7.96199,7.96205,8.44419,362.5,1.0000,0.6905,0.0000,0.4741,8.2766,0.000,unity
1.9800,0.00000,1.0000,0.0000,8.02764,8.02771,8.51172,361.2,1.0000,0.6880,0.0000,0.4741,8.4371,0.000,unity
2.0000,0.00000,1.0000,0.0000,8.09305,8.09311,8.57890,359.9,1.0000,0.6856,0.0000,0.4741,8.5990,0.000,unity
2.0200,0.00000,1.0000,0.0000,8.15822,8.15828,8.64589,358.7,1.0000,0.6832,0.0000,0.4741,8.7622,0.000,unity
2.0400,0.00000,1.0000,0.0000,8.22314,8.22321,8.71256,357.5,1.0000,0.6809,0.0000,0.4741,8.9266,0.000,unity
2.0600,0.00000,1.0000,0.0000,8.28783,8.28790,8.77901,356.2,1.0000,0.6785,0.0000,0.4741,9.0924,0.000,unity
2.0800,0.00000,1.0000,0.0000,8.35229,8.35236,8.84519,355.0,1.0000,0.6762,0.0000,0.4741,9.2594,0.000,unity
2.1000,0.00000,1.0000,0.0000,8.41652,8.41659,8.91112,353.8,1.0000,0.6740,0.0000,0.4741,9.4277,0.000,unity
2.1200,0.00000,1.0000,0.0000,8.48052,8.48059,8.97680,352.6,1.0000,0.6717,0.0000,0.4741,9.5973,0.000,unity
2.1400,0.00000,1.0000,0.0000,8.54430,8.54436,9.04224,336.6,0.9578,0.6695,0.0000,0.4741,9.7682,0.000,unity
2.1600,0.00000,1.0000,0.0000,8.60576,8.60582,9.08438,334.2,0.9156,0.6953,0.0000,0.4741,9.9403,0.000,unity
2.1800,0.00000,1.0000,0.0000,8.66619,8.66625,9.14402,312.9,0.8560,0.6963,0.0000,0.4741,10.1136,0.000,unity
2.2000,0.00000,1.0000,0.0000,8.72351,8.72358,9.17362,318.1,0.8264,0.7333,0.0000,0.4741,10.2881,0.000,unity
2.2200,0.00000,1.0000,0.0000,8.78065,8.78071,9.24019,287.5,0.7598,0.7207,0.0000,0.4741,10.4637,0.000,unity
2.2400,0.00000,1.0000,0.0000,8.83371,8.83378,9.25134,305.2,0.7487,0.7766,0.0000,0.4741,10.6403,0.000,unity
2.2600,0.00000,1.0000,0.0000,8.88792,8.88798,9.33250,259.5,0.6675,0.7406,0.0000,0.4741,10.8181,0.000,unity
2.2800,0.00000,1.0000,0.0000,8.93651,8.93657,9.31673,296.5,0.6833,0.8265,0.0000,0.4741,10.9967,0.000,unity
2.3000,0.00000,1.0000,0.0000,8.98823,8.98829,9.42291,228.4,0.5771,0.7538,0.0000,0.4741,11.1765,0.000,unity
2.3200,0.00000,1.0000,0.0000,9.03212,9.03218,9.36908,292.9,0.6309,0.8841,0.0000,0.4741,11.3571,0.000,unity
2.3400,0.00000,1.0000,0.0000,9.08191,9.08196,9.51352,193.6,0.4865,0.7579,0.0000,0.4741,11.5387,0.000,unity
2.3600,0.00000,1.0000,0.0000,9.12083,9.12089,9.40811,295.3,0.5919,0.9504,0.0000,0.4741,11.7210,0.000,unity
2.3800,0.00000,1.0000,0.0000,9.16934,9.16939,9.60632,155.2,0.3937,0.7508,0.0000,0.4741,11.9044,0.000,unity
2.4000,0.00000,1.0000,0.0000,9.20311,9.20316,9.43436,297.0,0.5656,1.0000,0.0000,0.4741,12.0884,0.000,unity
2.4200,0.00000,1.0000,0.0000,9.25003,9.25007,9.69080,121.0,0.3092,0.7457,0.0000,0.4741,12.2733,0.000,unity
2.4400,0.00000,1.0000,0.0000,9.27923,9.27927,9.45987,283.6,0.5401,1.0000,0.0000,0.4741,12.4588,0.000,unity
2.4600,0.00000,1.0000,0.0000,9.32264,9.32268,9.74467,103.3,0.2553,0.7707,0.0000,0.4741,12.6452,0.000,unity
2.4800,0.00000,1.0000,0.0000,9.34885,9.34888,9.50282,261.0,0.4972,1.0000,0.0000,0.4741,12.8321,0.000,unity
2.5000,0.00000,1.0000,0.0000,9.38826,9.38829,9.77771,95.0,0.2223,0.8141,0.0000,0.4741,13.0198,0.000,unity
2.5200,0.00000,1.0000,0.0000,9.41233,9.41236,9.55365,234.3,0.4463,1.0000,0.0000,0.4741,13.2080,0.000,unity
2.5400,0.00000,1.0000,0.0000,9.44764,9.44766,9.79802,91.9,0.2020,0.8662,0.0000,0.4741,13.3969,0.000,unity
2.5600,0.00000,1.0000,0.0000,9.47006,9.47008,9.60646,206.6,0.3935,1.0000,0.0000,0.4741,13.5862,0.000,unity
2.5800,0.00000,1.0000,0.0000,9.50137,9.50140,9.81077,91.5,0.1892,0.9208,0.0000,0.4741,13.7762,0.000,unity
2.6000,0.00000,1.0000,0.0000,9.52246,9.52248,9.65818,179.5,0.3418,1.0000,0.0000,0.4741,13.9666,0.000,unity
2.6200,0.00000,1.0000,0.0000,9.55003,9.55004,9.81893,92.7,0.1811,0.9748,0.0000,0.4741,14.1575,0.000,unity
2.6400,0.00000,1.0000,0.0000,9.57000,9.57002,9.70743,153.6,0.2926,1.0000,0.0000,0.4741,14.3488,0.000,unity
2.6600,0.00000,1.0000,0.0000,9.59408,9.59409,9.82408,92.4,0.1759,1.0000,0.0000,0.4741,14.5407,0.000,unity
2.6800,0.00000,1.0000,0.0000,9.61278,9.61280,9.74959,131.5,0.2504,1.0000,0.0000,0.4741,14.7329,0.000,unity
2.7000,0.00000,1.0000,0.0000,9.63382,9.63384,9.83026,89.1,0.1697,1.0000,0.0000,0.4741,14.9255,0.000,unity
2.7200,0.00000,1.0000,0.0000,9.65103,9.65104,9.78269,114.1,0.2173,1.0000,0.0000,0.4741,15.1184,0.000,unity
2.7400,0.00000,1.0000,0.0000,9.66955,9.66956,9.83942,84.3,0.1606,1.0000,0.0000,0.4741,15.3118,0.000,unity
2.7600,0.00000,1.0000,0.0000,9.68526,9.68527,9.80935,100.1,0.1907,1.0000,0.0000,0.4741,15.5054,0.000,unity
2.7800,0.00000,1.0000,0.0000,9.70164,9.70164,9.84995,78.8,0.1500,1.0000,0.0000,0.4741,15.6994,0.000,unity
2.8000,0.00000,1.0000,0.0000,9.71592,9.71592,9.83132,88.6,0.1687,1.0000,0.0000,0.4741,15.8937,0.000,unity
2.8200,0.00000,1.0000,0.0000,9.73047,9.73047,9.86091,73.0,0.1391,1.0000,0.0000,0.4741,16.0883,0.000,unity
2.8400,0.00000,1.0000,0.0000,9.74340,9.74341,9.84975,78.9,0.1503,1.0000,0.0000,0.4741,16.2831,0.000,unity
2.8600,0.00000,1.0000,0.0000,9.75636,9.75636,9.87172,67.3,0.1283,1.0000,0.0000,0.4741,16.4782,0.000,unity
2.8800,0.00000,1.0000,0.0000,9.76805,9.76806,9.86544,70.6,0.1346,1.0000,0.0000,0.4741,16.6735,0.000,unity
2.9000,0.00000,1.0000,0.0000,9.77961,9.77962,9.88206,61.9,0.1179,1.0000,0.0000,0.4741,16.8691,0.000,unity
2.9200,0.00000,1.0000,0.0000,9.79016,9.79017,9.87896,63.5,0.1210,1.0000,0.0000,0.4741,17.0648,0.000,unity
2.9400,0.00000,1.0000,0.0000,9.80050,9.80050,9.89177,56.8,0.1082,1.0000,0.0000,0.4741,17.2608,0.000,unity
2.9600,0.00000,1.0000,0.0000,9.81001,9.81002,9.89071,57.4,0.1093,1.0000,0.0000,0.4741,17.4570,0.000,unity
2.9800,0.00000,1.0000,0.0000,9.81926,9.81926,9.90076,52.1,0.0992,1.0000,0.0000,0.4741,17.6534,0.000,unity
3.0000,0.00000,1.0000,0.0000,9.82783,9.82783,9.90101,52.0,0.0990,1.0000,0.0000,0.4741,17.8499,0.000,unity
3.0200,0.00000,1.0000,0.0000,9.83611,9.83611,9.90902,47.8,0.0910,1.0000,0.0000,0.4741,18.0466,0.000,unity
3.0400,0.00000,1.0000,0.0000,9.84382,9.84382,9.91006,47.2,0.0899,1.0000,0.0000,0.4741,18.2435,0.000,unity
3.0600,0.00000,1.0000,0.0000,9.85125,9.85125,9.91657,43.8,0.0834,1.0000,0.0000,0.4741,18.4405,0.000,unity
3.0800,0.00000,1.0000,0.0000,9.85820,9.85820,9.91807,43.0,0.0819,1.0000,0.0000,0.4741,18.6376,0.000,unity
3.1000,0.00000,1.0000,0.0000,9.86486,9.86486,9.92343,40.2,0.0766,1.0000,0.0000,0.4741,18.8349,0.000,unity
3.1200,0.00000,1.0000,0.0000,9.87111,9.87111,9.92519,39.3,0.0748,1.0000,0.0000,0.4741,19.0323,0.000,unity
3.1400,0.00000,1.0000,0.0000,9.87709,9.87709,9.92966,36.9,0.0703,1.0000,0.0000,0.4741,19.2298,0.000,unity
3.1600,0.00000,1.0000,0.0000,9.88271,9.88271,9.93152,36.0,0.0685,1.0000,0.0000,0.4741,19.4275,0.000,unity
3.1800,0.00000,1.0000,0.0000,9.88808,9.88808,9.93529,34.0,0.0647,1.0000,0.0000,0.4741,19.6252,0.000,unity
3.2000,0.00000,1.0000,0.0000,9.89314,9.89314,9.93715,33.0,0.0628,1.0000,0.0000,0.4741,19.8231,0.000,unity
3.2200,0.00000,1.0000,0.0000,9.89797,9.89797,9.94038,31.3,0.0596,1.0000,0.0000,0.4741,20.0210,0.000,unity
3.2400,0.00000,1.0000,0.0000,9.90252,9.90252,9.94220,30.3,0.0578,1.0000,0.0000,0.4741,20.2191,0.000,unity
3.2600,0.00000,1.0000,0.0000,9.90685,9.90685,9.94497,28.9,0.0550,1.0000,0.0000,0.4741,20.4172,0.000,unity
3.2800,0.00000,1.0000,0.0000,9.91095,9.91095,9.94670,28.0,0.0533,1.0000,0.0000,0.4741,20.6154,0.000,unity
3.3000,0.00000,1.0000,0.0000,9.91485,9.91485,9.94911,26.7,0.0509,1.0000,0.0000,0.4741,20.8137,0.000,unity
3.3200,0.00000,1.0000,0.0000,9.91852,9.91853,9.95074,25.9,0.0493,1.0000,0.0000,0.4741,21.0120,0.000,unity
3.3400,0.00000,1.0000,0.0000,9.92203,9.92203,9.95284,24.8,0.0472,1.0000,0.0000,0.4741,21.2105,0.000,unity
3.3600,0.00000,1.0000,0.0000,9.92534,9.92534,9.95436,24.0,0.0456,1.0000,0.0000,0.4741,21.4090,0.000,unity
3.3800,0.00000,1.0000,0.0000,9.92849,9.92849,9.95620,23.0,0.0438,1.0000,0.0000,0.4741,21.6075,0.000,unity
3.4000,0.00000,1.0000,0.0000,9.93147,9.93147,9.95760,22.3,0.0424,1.0000,0.0000,0.4741,21.8062,0.000,unity
3.4200,0.00000,1.0000,0.0000,9.93430,9.93430,9.95922,21.4,0.0408,1.0000,0.0000,0.4741,22.0048,0.000,unity
3.4400,0.00000,1.0000,0.0000,9.93698,9.93698,9.96051,20.7,0.0395,1.0000,0.0000,0.4741,22.2036,0.000,unity
3.4600,0.00000,1.0000,0.0000,9.93953,9.93953,9.96194,20.0,0.0381,1.0000,0.0000,0.4741,22.4024,0.000,unity
3.4800,0.00000,1.0000,0.0000,9.94194,9.94194,9.96312,19.4,0.0369,1.0000,0.0000,0.4741,22.6012,0.000,unity
3.5000,0.00000,1.0000,0.0000,9.94423,9.94423,9.96440,18.7,0.0356,1.0000,0.0000,0.4741,22.8001,0.000,unity
3.5200,0.00000,1.0000,0.0000,9.94641,9.94641,9.96548,18.1,0.0345,1.0000,0.0000,0.4741,22.9990,0.000,unity
3.5400,0.00000,1.0000,0.0000,9.94846,9.94846,9.96660,17.5,0.0334,1.0000,0.0000,0.4741,23.1980,0.000,unity
3.5600,0.00000,1.0000,0.0000,9.95042,9.95042,9.96758,17.0,0.0324,1.0000,0.0000,0.4741,23.3970,0.000,unity
3.5800,0.00000,1.0000,0.0000,9.95227,9.95227,9.96859,16.5,0.0314,1.0000,0.0000,0.4741,23.5960,0.000,unity
3.6000,0.00000,1.0000,0.0000,9.95403,9.95403,9.96948,16.0,0.0305,1.0000,0.0000,0.4741,23.7951,0.000,unity
3.6200,0.00000,1.0000,0.0000,9.95570,9.95570,9.97038,15.6,0.0296,1.0000,0.0000,0.4741,23.9942,0.000,unity
3.6400,0.00000,1.0000,0.0000,9.95728,9.95728,9.97119,15.1,0.0288,1.0000,0.0000,0.4741,24.1933,0.000,unity
3.6600,0.00000,1.0000,0.0000,9.95878,9.95878,9.97199,14.7,0.0280,1.0000,0.0000,0.4741,24.3925,0.000,unity
3.6800,0.00000,1.0000,0.0000,9.96020,9.96020,9.97272,14.3,0.0273,1.0000,0.0000,0.4741,24.5917,0.000,unity
3.7000,0.00000,1.0000,0.0000,9.96155,9.96155,9.97343,13.9,0.0266,1.0000,0.0000,0.4741,24.7909,0.000,unity
3.7200,0.00000,1.0000,0.0000,9.96282,9.96282,9.97409,13.6,0.0259,1.0000,0.0000,0.4741,24.9902,0.000,unity
3.7400,0.00000,1.0000,0.0000,9.96404,9.96404,9.97473,13.3,0.0253,1.0000,0.0000,0.4741,25.1895,0.000,unity
3.7600,0.00000,1.0000,0.0000,9.96519,9.96519,9.97533,13.0,0.0247,1.0000,0.0000,0.4741,25.3888,0.000,unity
3.7800,0.00000,1.0000,0.0000,9.96628,9.96628,9.97590,12.7,0.0241,1.0000,0.0000,0.4741,25.5881,0.000,unity
3.8000,0.00000,1.0000,0.0000,9.96731,9.96731,9.97644,12.4,0.0236,1.0000,0.0000,0.4741,25.7874,0.000,unity
3.8200,0.00000,1.0000,0.0000,9.96830,9.96830,9.97695,12.1,0.0230,1.0000,0.0000,0.4741,25.9868,0.000,unity
3.8400,0.00000,1.0000,0.0000,9.96923,9.96923,9.97744,11.8,0.0226,1.0000,0.0000,0.4741,26.1862,0.000,unity
3.8600,0.00000,1.0000,0.0000,9.97010,9.97010,9.97790,11.6,0.0221,1.0000,0.0000,0.4741,26.3856,0.000,unity
3.8800,0.00000,1.0000,0.0000,9.97094,9.97094,9.97834,11.4,0.0217,1.0000,0.0000,0.4741,26.5850,0.000,unity
3.9000,0.00000,1.0000,0.0000,9.97174,9.97174,9.97876,11.2,0.0212,1.0000,0.0000,0.4741,26.7844,0.000,unity
